country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-17,-67,-38,-70,-72,-68,30
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-18,-70,-41,-81,-71,-48,17
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-19,-75,-50,-78,-72,-45,13
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-20,-66,-42,-63,-70,-67,27
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-21,-64,-37,-62,-68,-66,27
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-22,-66,-41,-67,-70,-67,28
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-23,-64,-36,-62,-68,-66,27
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-24,-66,-39,-67,-69,-66,28
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-25,-69,-43,-78,-68,-45,15
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-26,-67,-37,-66,-64,-36,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-27,-63,-37,-57,-66,-65,25
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-28,-61,-32,-55,-65,-64,25
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-29,-61,-33,-59,-65,-64,25
RU,Russia,,,Moscow Metropolitan Area,,,2020-04-30,-57,-26,-54,-62,-63,23
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-01,-66,-38,-58,-72,-78,29
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-02,-70,-45,-70,-66,-40,12
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-03,-68,-40,-61,-62,-24,7
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-04,-66,-41,-57,-72,-77,26
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-05,-65,-37,-54,-71,-76,25
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-06,-63,-37,-59,-65,-65,24
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-07,-61,-32,-51,-64,-64,24
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-08,-63,-35,-61,-65,-64,25
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-09,-70,-44,-70,-66,-42,13
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-10,-68,-41,-68,-63,-25,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-11,-57,-26,-29,-65,-75,20
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-12,-59,-33,-51,-59,-58,20
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-13,-58,-31,-54,-60,-59,22
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-14,-58,-30,-50,-59,-58,22
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-15,-58,-29,-51,-57,-57,21
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-16,-63,-36,-68,-57,-30,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-17,-63,-34,-64,-57,-22,6
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-18,-58,-32,-54,-58,-57,20
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-19,-55,-27,-47,-56,-56,20
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-20,-56,-29,-49,-55,-56,20
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-21,-56,-28,-52,-57,-57,20
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-22,-58,-30,-56,-58,-56,21
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-23,-62,-34,-70,-56,-29,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-24,-61,-31,-63,-55,-23,5
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-25,-51,-23,-28,-51,-54,17
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-26,-52,-23,-31,-51,-53,17
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-27,-52,-23,-30,-50,-53,17
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-28,-49,-19,-16,-48,-52,15
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-29,-59,-34,-57,-56,-54,19
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-30,-56,-28,-48,-47,-18,4
RU,Russia,,,Moscow Metropolitan Area,,,2020-05-31,-63,-36,-71,-56,-18,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-01,-44,-20,-41,-46,-49,14
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-02,-45,-22,-42,-46,-49,16
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-03,-44,-21,-39,-45,-49,16
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-04,-41,-16,-21,-42,-48,14
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-05,-45,-21,-36,-43,-48,14
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-06,-44,-20,-26,-34,-11,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-07,-39,-13,5,-30,0,-3
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-08,-34,-11,34,-36,-44,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-09,-29,-8,39,-31,-42,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-10,-34,-13,4,-33,-42,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-11,-26,-2,43,-27,-42,5
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-12,-41,-22,6,-48,-67,13
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-13,-46,-29,-40,-39,-10,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-14,-34,-12,12,-21,7,-8
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-15,-26,-7,32,-26,-40,5
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-16,-23,-3,55,-22,-39,5
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-17,-25,-4,56,-22,-40,5
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-18,-28,-7,43,-24,-40,5
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-19,-32,-11,24,-26,-40,6
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-20,-39,-21,-19,-25,-3,-3
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-21,-31,-11,-1,-19,5,-6
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-22,-23,-6,53,-21,-40,4
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-23,-18,-3,50,-18,-40,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-24,-18,-5,116,-31,-64,11
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-25,-23,-10,21,-22,-40,4
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-26,-25,-10,37,-21,-40,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-27,-32,-20,15,-18,-4,-7
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-28,-27,-11,17,-14,8,-9
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-29,-17,-6,44,-18,-38,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-06-30,-14,-1,54,-14,-38,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-01,-12,-1,64,-29,-64,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-02,-23,-12,5,-20,-39,4
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-03,-27,-15,-5,-21,-40,4
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-04,-29,-16,-12,-19,-6,-5
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-05,-24,-9,27,-10,4,-9
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-06,-16,-4,70,-16,-40,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-07,-19,-7,38,-17,-40,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-08,-20,-10,9,-20,-39,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-09,-17,-5,29,-18,-39,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-10,-21,-9,32,-17,-39,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-11,-29,-19,9,-15,-6,-8
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-12,-24,-11,24,-10,3,-10
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-13,-18,-9,24,-19,-40,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-14,-22,-14,-8,-21,-41,4
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-15,-18,-9,-6,-19,-39,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-16,-17,-8,-6,-19,-40,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-17,-22,-12,9,-20,-40,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-18,-27,-20,-16,-17,-8,-5
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-19,-22,-12,13,-10,1,-9
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-20,-16,-8,33,-18,-38,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-21,-16,-9,20,-18,-39,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-22,-18,-11,13,-19,-39,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-23,-16,-8,25,-18,-39,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-24,-22,-14,11,-20,-40,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-25,-25,-20,8,-13,-8,-7
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-26,-23,-14,15,-10,0,-9
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-27,-20,-14,17,-19,-41,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-28,-13,-6,65,-15,-39,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-29,-18,-10,34,-17,-40,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-30,-16,-7,29,-17,-40,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-07-31,-21,-12,12,-18,-42,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-01,-27,-21,-13,-16,-13,-6
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-02,-22,-13,14,-9,-4,-9
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-03,-16,-8,49,-17,-41,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-04,-14,-6,57,-14,-41,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-05,-16,-7,50,-16,-40,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-06,-16,-7,52,-16,-40,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-07,-21,-13,33,-18,-41,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-08,-27,-21,9,-14,-12,-8
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-09,-21,-12,31,-7,-4,-11
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-10,-17,-10,41,-17,-41,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-11,-14,-8,31,-16,-41,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-12,-18,-12,2,-19,-41,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-13,-20,-13,-12,-21,-42,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-14,-21,-13,4,-19,-42,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-15,-23,-18,-4,-12,-14,-7
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-16,-19,-11,17,-6,-6,-9
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-17,-14,-8,46,-15,-40,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-18,-13,-7,46,-14,-39,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-19,-16,-10,30,-16,-39,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-20,-15,-8,37,-15,-39,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-21,-20,-13,30,-16,-40,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-22,-25,-20,11,-11,-13,-8
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-23,-18,-11,33,-3,-5,-11
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-24,-15,-9,34,-15,-39,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-25,-10,-4,54,-10,-38,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-26,-18,-12,-3,-15,-38,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-27,-11,-5,33,-11,-38,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-28,-17,-10,9,-14,-38,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-29,-17,-13,-1,-7,-14,-7
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-30,-11,-3,22,2,-6,-9
RU,Russia,,,Moscow Metropolitan Area,,,2020-08-31,-1,6,80,-4,-37,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-01,-4,3,49,-5,-38,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-02,-12,-3,29,-8,-36,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-03,-10,-2,40,-7,-36,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-04,-14,-6,29,-8,-37,-1
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-05,-16,-13,19,-4,-16,-6
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-06,-10,-3,53,3,-9,-9
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-07,-12,-3,41,-8,-37,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-08,-18,-11,-8,-11,-38,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-09,-15,-7,-5,-11,-35,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-10,-14,-7,0,-11,-36,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-11,-13,-6,10,-9,-36,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-12,-13,-11,13,-3,-15,-6
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-13,-14,-7,-1,-4,-10,-7
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-14,-13,-5,12,-10,-29,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-15,-10,-2,24,-6,-29,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-16,-11,-4,26,-6,-29,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-17,-20,-15,-2,-11,-31,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-18,-16,-7,-10,-11,-31,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-19,-15,-10,-18,-6,-16,-3
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-20,-12,-5,-1,-2,-9,-5
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-21,-14,-6,7,-9,-29,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-22,-12,-4,25,-5,-28,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-23,-15,-6,24,-4,-26,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-24,-15,-6,25,-5,-27,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-25,-16,-7,17,-5,-27,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-26,-18,-14,9,0,-11,-6
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-27,-16,-7,20,4,-7,-8
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-28,-21,-12,-18,-9,-25,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-29,-16,-5,7,-6,-25,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-09-30,-16,-3,9,-4,-26,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-01,-16,-3,15,-5,-24,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-02,-18,-5,10,-5,-26,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-03,-19,-11,-1,-1,-13,-4
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-04,-15,-5,26,5,-8,-7
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-05,-17,-6,20,-9,-33,4
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-06,-16,-4,25,-8,-34,4
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-07,-20,-8,-1,-12,-34,5
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-08,-20,-8,2,-12,-34,5
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-09,-27,-16,-33,-18,-36,7
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-10,-23,-13,-18,-9,-13,-2
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-11,-20,-8,6,-4,-7,-5
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-12,-25,-12,-15,-17,-35,7
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-13,-20,-7,10,-14,-35,6
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-14,-20,-7,13,-13,-34,6
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-15,-20,-6,1,-14,-35,6
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-16,-26,-14,-36,-19,-36,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-17,-24,-14,-39,-13,-15,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-18,-27,-14,-53,-17,-13,-1
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-19,-24,-11,-27,-19,-32,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-20,-24,-10,-30,-18,-33,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-21,-25,-11,-33,-18,-32,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-22,-26,-13,-31,-19,-32,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-23,-24,-8,-20,-17,-32,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-24,-23,-11,-30,-11,-13,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-25,-20,-5,-12,-7,-8,-2
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-26,-24,-10,-12,-18,-31,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-27,-22,-7,-6,-16,-32,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-28,-23,-8,-8,-17,-31,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-29,-24,-9,-12,-18,-31,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-30,-26,-10,-23,-19,-32,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-10-31,-24,-12,-31,-13,-12,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-01,-27,-12,-38,-15,-10,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-02,-27,-12,-23,-21,-32,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-03,-20,-4,-10,-16,-33,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-04,-20,-8,5,-36,-70,20
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-05,-28,-12,-27,-22,-32,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-06,-28,-13,-33,-22,-33,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-07,-26,-13,-32,-16,-13,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-08,-30,-16,-48,-20,-10,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-09,-26,-12,-27,-21,-31,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-10,-24,-9,-28,-20,-31,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-11,-25,-10,-33,-21,-31,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-12,-24,-10,-27,-21,-31,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-13,-26,-10,-32,-22,-33,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-14,-26,-12,-44,-17,-14,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-15,-25,-9,-39,-15,-9,0
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-16,-27,-13,-34,-24,-33,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-17,-26,-12,-31,-23,-34,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-18,-28,-13,-39,-25,-34,11
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-19,-30,-15,-40,-24,-34,12
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-20,-29,-12,-36,-23,-34,11
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-21,-26,-12,-44,-17,-14,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-22,-26,-10,-41,-18,-10,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-23,-28,-14,-26,-23,-33,11
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-24,-27,-12,-30,-22,-33,11
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-25,-27,-11,-31,-23,-32,11
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-26,-26,-11,-29,-22,-32,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-27,-27,-12,-36,-22,-33,11
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-28,-26,-13,-48,-17,-13,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-29,-26,-10,-45,-17,-9,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-11-30,-29,-15,-35,-23,-32,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-01,-27,-11,-27,-21,-32,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-02,-28,-12,-33,-24,-31,11
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-03,-27,-12,-34,-24,-32,11
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-04,-28,-12,-36,-24,-32,11
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-05,-25,-12,-44,-18,-12,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-06,-24,-9,-33,-17,-8,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-07,-28,-14,-31,-24,-32,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-08,-27,-12,-28,-23,-31,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-09,-28,-13,-29,-23,-31,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-10,-28,-12,-25,-22,-32,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-11,-28,-13,-30,-22,-32,11
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-12,-26,-13,-44,-18,-12,4
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-13,-26,-9,-32,-16,-8,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-14,-29,-15,-26,-22,-31,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-15,-26,-11,-14,-16,-32,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-16,-27,-12,-22,-19,-31,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-17,-27,-12,-22,-19,-31,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-18,-27,-12,-27,-20,-31,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-19,-24,-12,-36,-13,-10,3
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-20,-23,-7,-25,-11,-5,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-21,-25,-12,-21,-19,-31,10
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-22,-24,-11,-20,-19,-31,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-23,-24,-11,-26,-19,-30,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-24,-23,-10,-21,-17,-30,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-25,-26,-13,-26,-15,-31,9
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-26,-22,-9,-38,-8,-4,2
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-27,-19,-3,-29,-7,0,1
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-28,-17,-5,-18,-15,-32,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-29,-12,2,-22,-13,-34,7
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-30,-9,15,-26,-14,-39,8
RU,Russia,,,Moscow Metropolitan Area,,,2020-12-31,-29,2,-22,-40,-70,19
RU,Russia,,,Moscow Metropolitan Area,,,2021-01-01,-70,-65,-24,-65,-88,29
RU,Russia,,,Moscow Metropolitan Area,,,2021-01-02,-46,-40,-31,-40,-47,7
RU,Russia,,,Moscow Metropolitan Area,,,2021-01-03,-36,-28,-22,-25,-19,1
RU,Russia,,,Moscow Metropolitan Area,,,2021-01-04,-31,-27,4,-45,-73,18
RU,Russia,,,Moscow Metropolitan Area,,,2021-01-05,-31,-25,1,-44,-72,18
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-15,6,5,-4,4,-7,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-16,4,5,0,2,3,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-17,3,1,-9,-1,-3,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-18,7,6,5,4,-2,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-19,6,5,-6,3,-2,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-20,10,11,9,7,5,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-21,10,10,15,12,4,-2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-22,13,13,13,12,4,-3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-23,5,4,-1,-2,-1,-2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-24,6,1,14,-22,-72,16
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-25,1,0,4,4,6,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-26,5,3,8,6,6,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-27,3,1,-5,5,7,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-28,4,0,-2,7,5,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-02-29,6,6,-8,7,10,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-01,13,7,149,15,5,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-02,-1,-3,-15,2,6,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-03,8,10,5,6,7,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-04,9,12,-4,7,7,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-05,14,20,-2,7,7,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-06,13,13,4,12,7,-2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-07,15,19,-2,13,1,-2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-08,15,16,13,15,-1,-4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-09,17,7,58,-13,-72,14
